paragraph	label
4c), the NAE most significantly enriched in PRISM and iHMP @di$ IBD @/di$ subjects (Fig. 2; Supplementary Dataset 2). Abundances of Alistipes and Bacteroides species decreased upon treatment with all NAEs except PEA (Fig. 4c), reflecting our monoculture observations (Fig. 3b; Extended Data 3, 4) and Bacteroidetes depletion in PRISM and iHMP @di$ IBD @/di$ subjects. @gm$ Barnesiella intestinihominis @/gm$, also underrepresented in PRISM @di$ IBD @/di$ subjects, was inhibited by AEA, LEA, and NAE-mix in the complex community. In contrast, Escherichia spp. abundances increased with AEA, LEA and NAE-mix, again mirroring our observations in monocultures and @di$ IBD @/di$ patients.	2
@di$ Anorexia @/di$ status was characterized by an altered intestinal microbiota composition, with unbalanced Gram positive/Gram negative relative abundance. The microbiota of AN subjects was enriched in Bacteroidetes and depleted in Firmicutes, thus showing an opposite trend compared with what described in obese subjects. In particular, the relative abundance of the carbohydrate-fermenter Ruminococcus, @gm$ Roseburia @/gm$ and Clostridium genera, belonging to Firmicutes, was decreased in AN. This is in agreement with previous data, and supports the significantly lower fecal butyrate concetration assessed in AN subjects. @gm$ Roseburia @/gm$ spp., such as R. faecis, @gm$ R. inulinivorans @/gm$, R.	2
@di$ Bacteremia @/di$ due to Campylobacter spp. is rarely reported, and @gm$ Campylobacter fetus @/gm$ is the species most commonly exhibiting vascular tropism, as occurred in this case report describing the diagnosis of C. fetus bacteremia in an infant presenting with respiratory tract infection. A 5-month-old baby, with undiagnosed failure to thrive, presented to the acute care service with a high fever and respiratory symptoms of 2 days duration. The initial clinical and laboratory diagnosis suggested @di$ bacteremia @/di$, but there was difficulty with recovery and identification of the organism from blood. Subsequent laboratory testing confirmed @gm$ C. fetus @/gm$ as the etiological agent. @gm$ Campylobacter @/gm$ isolated from blood culture bottles may give atypical laboratory features, rendering its identification challenging.	1
@di$ CD @/di$ patients were characterised by higher abundances of Eggerthella, Coriobacteriaceae bacterium phi, Dialister succinatiphilus and R. torques which were found, and lower abundances of Bacteroides massiliensis and Butyrivibrio crossotus (phylum: Firmicutes) compared to healthy controls (Figure 2C). MD patients were characterised by higher abundances of P. copri, Ruminococcus gnavus and Megamonas hypermegale, and lower abundances of Bacteroides eggerthii, @gm$ Bacteroides cellulosilyticus @/gm$ and Clostridium sp.	2
@di$ Caries @/di$ status and dmft indices were the top two factors in defining the absolute abundance of those selected species, yet factors like age, gender and geographic origin did not influence the bacteria levels significantly. This suggested that even the individuals were from different background, disease status could still discriminate the @di$ S-ECC @/di$ community structures from H groups. Interestingly, in healthy children, there were very strong positive correlations between two of the four targeted strains. In contrast, in children with @di$ S-ECC @/di$, the very strong positive correlation between S. mutans and L. fermentum found in the healthy children was significantly weakened, and the very strong positive correlation between S. mutans and @gm$ P. denticola @/gm$ found in the healthy children was even disappeared. This finding was consistent to our former result that healthy microbiomes were more conversed, while those @di$ caries @/di$ microbiomes were more diversely distributed. For the healthy group, as they were more resembled, so we were able to detect more consistence in the close relationship of those bacterial members among this group. However, for the @di$ caries @/di$ group, a shifted balance of microbiota takes place in the oral environment, where any bacterial members with the ability of acid-producing and acid-resisting could potentially initiate the occurrence of @di$ caries @/di$. This might be a potential explanation for that on the links between the levels of chose bacterial members especially between those acknowledged @di$ caries @/di$-leading bacteria like S. mutans and L. fermentum, S. mutans and P. pallens were weaken or disappeared in the @di$ S-ECC @/di$ group.	1
@di$ Crohn's disease @/di$ and ulcerative colitis are accompanied by seronegative arthritis in about one fifth of the cases. In the present study, cell wall fragments from major residents such as @gm$ Eubacterium @/gm$, Coprococcus and Peptostreptococcus species, isolated from the faecal flora of patients with @di$ Crohn's disease @/di$, were tested for properties to induce chronic arthritis in Lewis rats. Cell wall fragments from @gm$ Eubacterium contortum @/gm$ strains Me44 and Me47 were found to induce chronic arthritis; Peptostreptococcus productus strain C 18 cell wall fragments induced acute self-limiting arthritis.	1
@di$ D-Lactic acidosis @/di$: (3) @di$ D-Lactic acidosis @/di$ was reported in a five-year-old girl with SBS receiving Lactomin (L. acidophilus, L. bulgaricus, Streptococcus faecalis and @gm$ S. faecium @/gm$) suspected to be caused by L. acidophilus, which improved after discontinuation of the probiotics. (4) Ku et al. reported the case of a five-year-old boy with SBS who developed recurrent episodes of @di$ D-Lactic acidosis @/di$ while on treatment with a probiotic capsule containing Lactobacillus acidophilus and Bifidobacterium infantis, which resolved when enteral feeds were interrupted.	1
@di$ Dental caries @/di$ is initiated by demineralization of the tooth surface due to the action of organic acid formed by dental plaque bacteria, arising from their fermentation of dietary carbohydrates. After fermentable carbohydrate intake, the plaque pH may decrease below the critical pH of 5.5, at which point human enamel undergoes demineralization, within minutes, and may remain acidified for several minutes up to several hours. This rapid acidification may not only cause demineralization of tooth surface but also temporarily inhibit bacterial growth in the oral biofilm. Thus, a high level of inherent acid tolerance appears to be crucial for the cariogenicity of oral microorganisms. When the intracellular pH maintained by @gm$ B. dentium @/gm$ under varying external pH conditions was experimentally compared to those of other @di$ caries @/di$-associated oral bacteria, such as Str.	1
@di$ Dental caries @/di$ is one of the most prevalent diseases and affects quality of life also. Streptococcus mutans and @gm$ Lactobacillus acidophilus @/gm$ are the organisms which are responsible for initiation and progression of it. Natural phytochemicals can be an effective alternative to antibiotics and represent a promising approach in the prevention of @di$ dental caries @/di$ and other oral infection.	1
@di$ Dental caries @/di$ or @di$ tooth decay @/di$ is a common and chronic infectious disease in children and different types of bacteria have been introduced as @di$ caries @/di$-producing microorganisms . In this respect, @gm$ Streptococcus mutans @/gm$ (@gm$ S. mutans @/gm$) is known as the most important microorganism observed at the onset of decay; however, Lactobacillus acidophilus (L. acidophilus) is the most frequent one affecting progression of @di$ dental caries @/di$ .	1
@di$ Enteric fever @/di$ is a systemic illness caused by Salmonella infection, with S. typhi, @gm$ S. paratyphi @/gm$, and S. enteritidis being the most common serotypes. Humans are the only reservoir for S. typhi, and its predilection for the ileum is due to the fact that organisms enter the body by translocation across specialized Peyer's patch epithelium and then proliferate in the mucosal macrophages. The lesions in bowel and mesenteric lymph nodes are distinctive and mimic Kikuchi-Fujimoto disease and Rosai-Dorfman disease as well as infections caused by some non-salmonella bacteria. The four cases presented in this report, two culture-confirmed, all exhibited ileal mucosal hypertrophy caused by a neutrophil-poor monocyte/macrophage-rich hyperplasia. Though diffuse areas were present, much of the lesional proliferation was nodular, representing macrophage infiltration and colonization by the monocytes and macrophages. Immunophenotypic studies, which showed a CD68+, lysozyme+, UCHL-1+, OPD4-, CD4-, s100- profile, were helpful in distinguishing these lesions from other processes, including Kikuchi-Fujimoto disease and Rosai-Dorfman disease. Although rare in developed countries, @di$ enteric fever @/di$ should be considered in any patient with recent travel to endemic areas and in the context of illness thought to be related to contaminated foods.	1
@di$ Frontal osteomyelitis @/di$ is a rare complication of sinusitis. Common intracranial complications of the @di$ frontal osteomyelitis @/di$ are meningitis, epidural empyema, subdural empyema and brain abscess. We described a case of @di$ frontal osteomyelitis @/di$ with brain abscess caused by @gm$ Staphylococcus aureus @/gm$ with improve after needle aspiration and antibiotics to brain abscess for eight weeks and for chronic @di$ osteomyelitis @/di$ for four months.	1
@di$ Hyperactive serine protease @/di$ responses appear to be responsible for increased desquamation of the skin, altered cathelicidin, and inflammation. @gm$ S. aureus @/gm$ serine proteases were directly linked to AD severity, and therefore, this dysbiosis was recovered after treatment. Analysis of skin microbiome in our 2 patients also demonstrated low diversity and high @gm$ S. aureus @/gm$ loading, suggesting that the microbial landscape of skin may be related to skin immunity and AD.	1
@di$ Hypertension @/di$ is an independent and preventable risk factor for the development of cardiovascular diseases, however, little is known about the impact of gut microbiota composition in its development. We carried out comprehensive gut microbiota analysis and targeted metabolomics in a cross-sectional study of 29 non-treated @di$ hypertensive @/di$ (@di$ HT @/di$) and 32 normotensive (NT) subjects. We determined fecal microbiota composition by 16S rRNA gene sequencing and bacterial functions by metagenomic analysis. The microbial metabolites analysed were short chain fatty acids (SCFA) both in plasma and feces, and trimethylamine N-oxide (TMAO) in plasma. The overall bacterial composition and diversity of bacterial community in the two groups were not significantly different. However, Ruminococcaceae NK4A214, Ruminococcaceae_UCG-010, Christensenellaceae_R-7, Faecalibacterium prausnitzii and @gm$ Roseburia hominis @/gm$ were found to be significantly enriched in NT group, whereas, Bacteroides coprocola, Bacteroides plebeius and genera of Lachnospiraceae were increased in @di$ HT @/di$ patients. We found a positive correlation between the @di$ HT @/di$-associated species and systolic and diastolic blood pressure after adjusted for measured confounders. SCFA showed antagonistic results in plasma and feces, detecting in @di$ HT @/di$ subjects significant higher levels in feces and lower levels in plasma, which could indicate a less efficient SCFA absorption. Overall, our results present a disease classifier based on microbiota and bacterial metabolites to discriminate @di$ HT @/di$ individuals from NT controls in a first disease grade prior to drug treatment.	2
@di$ IBD @/di$ is associated with well-described extra-intestinal complications, including at environmental interfaces of the skin and oral mucosa. We report an increase in prevalence of vulvovaginal symptoms in @di$ IBD @/di$, but the mechanism of these symptoms is not described. We hypothesized that patient characteristics leading to an impaired host-microbe relationship in the gut in patients with @di$ IBD @/di$ might influence the microbiota in other mucosae, such as the vaginal mucosa. Compared to bacterial communities at other body sites, the diversity of microbial species in the vagina is limited; in many healthy women @gm$ Lactobacillus @/gm$ species make up over 90% of the microbial community. @gm$ Lactobacillus @/gm$ dominance is associated with favorable reproductive outcomes, including decreased rates of prematurity, vaginitis, genital inflammation, and risk of HIV acquisition.	2
"@di$ Infection @/di$ involving either fever, chills, sore lymph nodes and pus occurred following removal of five third molars, which were treated sufficiently with antibiotics involving phenoxymethylpenicillin 800 mg (Primcillin  - Meda A/@gm$ S; Ballerup @/gm$, Denmark) four times a day and metronidazole 500 mg (Metronidazol ""DAK"" - Takeda Pharma A/S; Hobro, Denmark) two times a day for seven days."	0
@di$ Infections @/di$ may lead to reproductive failure and abortion in animals and a feverish multiorgan disease in humans. Up to now, 12 species were allocated to the genus Brucella (Godfroid et al.,). Six of them, B. melitensis, B. abortus, @gm$ B. suis @/gm$, B.	1
@di$ MHEICT @/di$ versus not: Similar to PHES, no changes in alpha-diversity was seen and PERMANOVA of borderline significance (p = .08; Figure 3) was seen for beta-diversity. On MAAsLin2, most bacterial species in the top 30 were negatively linked to @di$ MHEICT @/di$ with the majority of these belonging to Enterococcus, Veillonella, Clostridia and Ruminococcacae spp. Dakarella massiliensis was the only microbe linked to MHE-ICT in the top 30 (Table 3 and Table S2). Remaining microbes associated with @di$ MHEICT @/di$ were Alistipes ihumii, @gm$ Megasphaera massiliensis @/gm$, Prevotella copri, Eubacterium spp., and Bifidobacterium adolescentis.	2
@di$ Multiple sclerosis @/di$ is a chronic neurological disorder that impairs the central nervous system through swelling and neural tissue damage. Probiotics may play a key role in the rehabilitation of microbial and immune balance in @di$ MS @/di$ subjects. Clinical studies focused on @di$ MS @/di$ treatment with probiotics are comparatively fewer compared to those on other autoimmune disorders. The intervention with probiotic capsules (L. acidophilus, L. casei, @gm$ B. bifidum @/gm$, and Lactobacillus fermentum) to 60 @di$ MS @/di$ patients decreased inflammatory markers such as C-reactive protein and plasma nitric oxide metabolites.	2
@di$ Obesity @/di$ is a major global lifestyle disorder associated with gut microbiota. The health benefits of eggshell membrane (ESM) have been shown in previous reports, particularly as regards gut microbiota composition. Here, we investigated whether ESM improves lipid metabolism and alters gut microbiota in high-fat diet-fed mice. A total of 20 C57BL/6J mice aged 6 weeks were given either a control diet (CON), high-fat diet (HFD), or high-fat diet + 8% ESM powder (HESM) for 20 weeks. ESM supplementation in HFD-fed mice reduced plasma triglycerides (TG) and liver total cholesterol (TC) and upregulated the expression of lipid metabolism genes carnitine palmitoyltransferase 1A and suppressor of cytokine signaling 2. Microbiota analysis showed increased relative abundance of the anti-@di$ obesity @/di$ bacterium, Lactobacillus reuteri, at 4, 12, and 16 weeks and reduced the abundance of inflammation-related Blautia hydrogenotrophica, Roseburia faecis, and @gm$ Ruminococcus callidus @/gm$ at 12 and 20 weeks. ESM-supplemented mice had increased cecal isobutyrate, negatively correlated with B. hydrogenotrophica and Parabacteroides goldsteinii abundance. The results indicate that ESM supplementation in HFD-fed mice reduced plasma TG and liver TC, possibly through alteration of lipid metabolism gene expression and gut microbiota composition, suggesting that ESM may be effective in @di$ obesity @/di$ management.	2
@di$ Obesity @/di$ is related to chronic inflammation. Our data demonstrated that ESM supplementation may attenuate the inflammatory condition, as evidenced by the reduced B. hydrogenotrophica and @gm$ R. callidus @/gm$ abundance at 20 weeks of intervention. Consistent with our findings, high abundance of Blautia has been detected in patients with conditions such as nonalcoholic fatty liver diseases and inflammatory bowel syndrome (IBS; Rigsbee et al., 2012). The abundance of another member of the phylum Firmicutes, Roseburia faecis, decreased in the ESM group, which is consistent with a prospective cohort study in @di$ obese @/di$ postmenopausal women receiving a very low-calorie diet. Furthermore, @gm$ Ruminococcus @/gm$ and Roseburia species, which were significantly altered in the present study, have been linked to enhanced production of SCFAs (Aleman et al., 2018).	2
@di$ Odontogenic infections @/di$ are typically of endodontic or periodontal origin. In acute apical abscesses, the most prevalent Prevotella taxa include P. multisaccharivorax, P. intermedia, P. baroniae, and A. tannerae, as well as occasional recoveries of P. oralis and P. nigrescens. Significant variations in the microbiome can be, at least in part, explained by geographic/ethnic differences; for example, P. nigrescens, A. tannerae, and F. nucleatum were more prevalent in endodontic abscess samples from the USA than in those from Brazil. Of the 138 clinical strains isolated from periodontal abscesses, the majority represented Prevotella taxa. Of those, 1/3 were identified as P. intermedia, and around 1/10 as P. nigrescens, P. melaninogenica, @gm$ P. dentalis @/gm$, P. denticola, and P. buccae . Occasional recoveries included P. fusca, P. histicola, P. multiformis, P. oris, P. oulorum, P. pallens, P. salivae, P. veroralis, and A. rava. Recently, the microbiome compositions between abscess pus and the corresponding periodontal pocket (coronally from the abscess) and periodontally healthy gingival crevice samples were compared. Based on the beta-diversity analyses, periodontal abscess pus and the periodontal pocket shared similar compositions. In comparison to the healthy gingival crevice, P. intermedia and P. heparinolytica, together with P. gingivalis, were the predominant findings and significantly more abundant in periodontal abscesses. In 50 German patients hospitalized for severe odontogenic abscesses, the frequency of Prevotella was 17.7% in saliva (collected prior to the abscess incision) and 27.2% in the pus samples, being the most abundant genus in odontogenic abscesses. In spreading @di$ odontogenic infections @/di$, members of the genus Prevotella are common, especially P.	1
@di$ PPMs @/di$ periodically showing the same molecular profile using pulse field gel electrophoresis were considered long-term persistent. Bronchial colonisation was observed in 56 out of 79 follow-up examinations (70.9%) and was mainly due to Haemophilus influenzae, Pseudomonas aeruginosa and enterobacteria (n = 47). These @di$ PPMs @/di$ were all related to sputum neutrophilia (p< or =0.05, Chi-squared test), and H. influenzae was related to higher levels of IL-1beta (p = 0.005) and IL-12 (p = 0.01), with a dose-response relationship (Spearman's correlation coefficient of 0.38 for IL-1beta (p = 0.001), and of 0.32 for IL-12 (p = 0.006)). @gm$ Haemophilus parainfluenzae @/gm$ was not associated with an identifiable inflammatory response. Long-term persistence of the same strain was observed in 12 examinations (21.4%), mainly due to P. aeruginosa or enterobacteria. A neutrophilic bronchial inflammatory response was associated with a statistically significant decline in FEV(1) during follow-up (OR 2.67, 95% CI 1.07-6.62). A load-related relationship to bronchial inflammation in moderate COPD was observed for colonisation by H. influenzae, but not for colonisation by @gm$ H. parainfluenzae @/gm$.	0
@di$ Pelvic osteomyelitis @/di$ is unusual in children. We retrospectively reviewed charts of patients with this infection seen at our institution. From 1998 to 2005, 31 patients with @di$ pelvic osteomyelitis @/di$ were identified: 19 males and 12 females with an age range of 1.5 months to 17 years 9 months. Duration of illness prior to admission ranged from 1 day to 2.5 months. Chief complaints included nonspecific pain, fever, limp, and decreased weight bearing. Microorganisms isolated included Staphylococcus aureus, Pseudomonas aeruginosa, Salmonella, @gm$ Enterobacter cloacae @/gm$, and Kingella kingae. Bones involved were acetabulum/ilium (22 patients), ischium (7 patients), and pubis (4 patients); 2 patients had several bones involved. Imaging studies performed included magnetic resonance imaging (21 patients), computed tomography (14 patients), and nuclear bone scan (25 patients). Our study, the largest contemporary series of @di$ pediatric pelvic osteomyelitis @/di$ from one institution, highlights the consequences of prolonged duration of illness and delayed diagnosis.	1
@di$ Periodontitis @/di$ associated species Porphyromonas gingivalis and Prevotella nigrescens were exclusively detected in RA and PsA. Mean number (+/- SD) of oral bacterial species in SF were 14.0 (6.8) in the RA (p = 0.001) and 19.4 (7.1) in the PsA group (p < 0.001) compared to 4.0 (1.7) in controls. P. gingivalis, Tannerella forsythensis and @gm$ Prevotella intermedia @/gm$ were exclusively identified in RA and PsA SF.	1
@di$ Periodontitis @/di$ is a bacterial-induced inflammatory disease where teeth progressively lose their supporting tissues. Several population-based studies have shown increased incidence of @di$ periodontitis @/di$ with age starting from 35 years-old with high potential over the age of 65. We hypothesized that the presence of periodontopathic bacteria may affect AAA. We assumed that the infectious factor may increase the local inflammation and consequently the tissue degradation and also the healing process in our model. Therefore we have analysed thoroughly four main @di$ periodontal pathogens @/di$ (Porphyromonas gingivalis (Pg), @gm$ Treponema denticola @/gm$ (@gm$ Td @/gm$), Tannerella forsythia (Tf) and Prevotella intermedia (Pi) belonging to the red and orange complexes (Socransky et al.).	1
@di$ Periodontitis @/di$ is a polymicrobial chronic inflammatory disease of tooth-supporting tissues with bacterial etiology affecting all age groups, becoming chronic in a subgroup of older individuals. Periodontal pathogens Porphyromonas gingivalis, Tannerella forsythia, and @gm$ Treponema denticola @/gm$ are implicated in the development of a number of inflammatory pathologies at remote organ sites, including Alzheimer's disease (AD).	1
@di$ Protein and energy malnutrition @/di$, anemia, being very young and climatic factors (harmattan and rainy seasons) were identified as major risk factors. The three main bacteria identified were Staphylococcus aureus (21 cases), @gm$ Streptococcus pneumoniae @/gm$ (19 cases) and Haemophilus influenzae (6 cases).	1
@di$ Smoking @/di$ and drinking are the two famous living habits for GC risk, and bile reflux and inflammatory activity are the two pathologic factors driving the progression of nCAG to CAG/GC. Several studies proved that @di$ smoking @/di$ and drinking could alter the gastrointestinal microbiota. found that smoking distinctly altered the duodenal microbiota, but quitters and non-smokers occupied similar duodenal microbiota, suggesting that living habits-induced microbial alteration is plastic and reversible. found that the exposure of cigarette @di$ smoking @/di$ could increase the incidence of colorectal cancer in mice, accompanied with the absence of gut Parabacteroides distasonis and Lactobacillus spp., and the increased Eggerthella lenta was positively related to the fecal taurine deoxycholic acid (TDCA), which could in turn activate the intestinal epithelial MAPK/ERK pathway. Meanwhile, cigarette @di$ smoking @/di$ could reduce the expressive levels of intestinal mucosal junction protein-3 and ZO-1, but increase the serum LPS level, leading to intestinal barrier damage and colorectal cancer. found that the occurrence of alcoholic fatty liver was associated with altered gut microbiota, while found that the long-chain saturated fatty acids (palmitic acid, stearic acid) in Jinhua ham could prevent chronic alcohol-associated liver damage (ALD), and the preventive effect was associated with increased gut Akkermansia muciniphila and Lactobacillus. found that @gm$ Bacteroides xylanisolvens @/gm$ could degrade the cumulative nicotine in the intestine, and prevent the development of nonalcoholic fatty liver disease (NAFLD). However, the relationship between @di$ smoking @/di$/drinking and gastric microbiota is still unclear in the occurrence of CAG.	2
@di$ Stroke @/di$ (@di$ ST @/di$), endangering human health due to its high incidence and high mortality, is a global public health problem. There is increasing evidence that there is a link between the gut microbiota (GM) and neuropsychiatric diseases. We aimed to find the GM of @di$ ST @/di$, post-@di$ ST @/di$ cognitive impairment (PSCI), and post-@di$ ST @/di$ affective disorder (PSTD). GM composition was analyzed, followed by GM identification. Alpha diversity estimation showed microbiota diversity in @di$ ST @/di$ patients. Beta diversity analysis showed that the bacterial community structure segregated differently between different groups. At the genus level, @di$ ST @/di$ patients had a significantly higher proportion of @gm$ Enterococcus @/gm$ and lower content of Bacteroides, Escherichia-Shigella, and Megamonas. PSCI patients had a significantly higher content of @gm$ Enterococcus @/gm$, Bacteroides, and Escherichia-Shigella and a lower proportion of Faecalibacterium compared with patients with @di$ ST @/di$. Patients with PSTD had a significantly higher content of Bacteroides and Escherichia-Shigella and lower content of @gm$ Enterococcus @/gm$ and Faecalibacterium. Parabacteroides and Lachnospiraceae were associated with Montreal cognitive assessment score of @di$ ST @/di$ patients.	1
@di$ Urinary tract infection @/di$ (@di$ UTI @/di$) is one of the most common infectious diseases worldwide. It is more prevalent among females with an incidence rate 50-fold higher among the 20-50 years age group. There are various clinical manifestations of @di$ UTI @/di$ such as cystitis, pyelonephritis, asymptomatic bacteriuria, chronic and recurrent UTIs; of which cystitis is the most frequent presentation affecting the urinary bladder. The bacteria may further ascend in the urinary tract causing infection of the kidney; if timely management is not done. Majority cases of uncomplicated @di$ UTI @/di$ are community-acquired in origin and caused by uropathogenic   E. coli   (UPEC) and   Klebsiella   spp., constituting approximately 75-95 % of the total cases. The other less prevalent organisms are   Proteus   spp.,   Enterobacter   spp.,   Pseudomonas   spp.,   @gm$ Enterococcus faecalis @/gm$  ,   Staphylococcus saprophyticus   and   Staphylococcus aureus  . Diagnosis is made based on the presenting symptoms and significant bacteriuria, i.e. >=105 colony forming units of organism on culture. The outcome of @di$ UTI @/di$ may also depend upon the presence of underlying host factors such as age, diabetes, spinal cord injury and urinary catheterization among various others.	1
@di$ Vaginitis @/di$ Plus NuSwab  (LabCorp, NC, USA) is a semi-quantitative PCR analysis of the three most predictive marker organisms in BV, A. vaginae, @gm$ BVAB-2 @/gm$, and Megasphaera-1.	0
@di$ X- @/di$linked CGD results from mutations in the cytochrome b-245 heavy chain catalytic subunit (also known as gp91phox or NOX2 and coded by CYBB), and accounts for approximately 70% of CGD cases, The most common form of autosomal recessive CGD results from mutations in the regulatory protein NCF1 (coded by NCF1 and also known as p47phox), and accounts for 20% of CGD cases. Knocking out Cybb or Ncf1 (the latter referred to as Ncf1-/-) generated mouse models of CGD that showed increased susceptibility to bacterial and fungal infections compared to wild type (wt) mice. Spontaneous bacterial and fungal infections occurred in Ncf1-/- mice, with soft tissue infections by @gm$ Staphylococcus xylosus @/gm$ being the most common.	1
